,brand,model,year,km_driven,fuel,seller_type,transmission,owner,torque,seats,consumption,volume,power,selling_price
5885,Hyundai,i20,2016,70000,Petrol,Individual,0,0,114.7,5.0,18.6,1197.0,81.83,470000
5886,Mahindra,Bolero,2017,110000,Diesel,Individual,0,0,180.0,9.0,15.96,2523.0,63.0,650000
5887,Tata,Safari,2014,77500,Diesel,Individual,0,1,320.0,7.0,14.0,2179.0,138.1,540000
5888,Maruti,Swift,2015,100000,Diesel,Individual,0,1,190.0,5.0,25.2,1248.0,74.0,459999
5889,Renault,KWID,2019,14700,Petrol,Individual,0,0,72.0,5.0,25.17,799.0,53.3,325000
5890,Mahindra,KUV,2017,32000,Petrol,Individual,0,1,115.0,6.0,18.15,1198.0,82.0,400000
5891,Maruti,Alto,2004,70000,Petrol,Individual,0,1,62.0,5.0,19.7,796.0,46.3,70000
5892,Maruti,Swift,2009,80000,Petrol,Individual,0,0,114.0,5.0,17.5,1298.0,85.8,250000
5893,Toyota,Innova,2014,80000,Diesel,Individual,0,1,200.0,8.0,12.99,2494.0,100.6,910000
5894,Maruti,Swift,2018,25000,Diesel,Individual,0,0,190.0,5.0,28.4,1248.0,74.02,720000
5895,Maruti,Swift,2015,50000,Diesel,Individual,0,0,190.0,5.0,26.59,1248.0,74.0,590000
5896,Chevrolet,Tavera,2015,120000,Diesel,Individual,0,0,171.0,10.0,13.58,2499.0,72.4,434000
5897,Mahindra,KUV,2018,19700,Petrol,Individual,0,0,115.0,5.0,18.15,1198.0,82.0,445000
5898,Hyundai,Santro,2011,70000,LPG,Individual,0,0,96.1,5.0,13.45,1086.0,62.1,191000
5899,Ford,Figo,2018,50000,Diesel,Individual,0,3,215.0,5.0,25.83,1498.0,99.0,372000
5900,Maruti,Wagon,2005,90000,Petrol,Individual,0,1,90.0,5.0,18.9,998.0,67.1,65000
5902,Ford,Figo,2015,140000,Diesel,Individual,0,0,160.0,5.0,20.0,1399.0,68.05,300000
5903,Tata,Tigor,2017,40000,Petrol,Individual,0,0,114.0,5.0,20.3,1199.0,84.0,520000
5904,Maruti,Alto,2014,70000,Petrol,Individual,0,2,69.0,5.0,22.74,796.0,47.3,190000
5905,Toyota,Innova,2012,90000,Diesel,Individual,0,0,200.0,8.0,12.8,2494.0,102.0,750000
5906,Mahindra,TUV,2016,110000,Diesel,Individual,1,0,240.0,7.0,18.49,1493.0,100.0,750000
5907,Maruti,Alto,2020,5000,Petrol,Individual,0,0,69.0,5.0,22.05,796.0,47.3,360000
5908,Maruti,Alto,2013,70000,Petrol,Individual,0,1,69.0,5.0,22.74,796.0,47.3,160000
5909,Datsun,GO,2015,60000,Petrol,Individual,0,1,104.0,7.0,19.44,1198.0,67.0,229999
5910,Maruti,Alto,2007,120000,Petrol,Individual,0,2,62.0,5.0,19.7,796.0,46.3,85000
5911,Datsun,RediGO,2018,7000,Petrol,Individual,0,0,91.0,5.0,22.5,999.0,67.0,300000
5912,Mahindra,Scorpio,2014,120000,Diesel,Individual,0,0,290.0,7.0,12.05,2179.0,120.0,675000
5913,Mahindra,Scorpio,2014,145241,Diesel,Individual,0,0,290.0,7.0,12.05,2179.0,120.0,700000
5914,Mahindra,Scorpio,2008,110000,Diesel,Individual,0,0,278.0,8.0,12.7,2609.0,116.6,400000
5915,Renault,KWID,2016,30000,Petrol,Individual,0,2,72.0,5.0,25.17,799.0,53.3,254999
5916,Maruti,Swift,2013,100000,Diesel,Individual,0,0,190.0,5.0,23.4,1248.0,74.0,390000
5917,Toyota,Etios,2015,80000,Diesel,Individual,0,0,170.0,5.0,23.59,1364.0,67.04,450000
5918,Toyota,Innova,2016,40000,Diesel,Individual,1,1,360.0,7.0,11.36,2755.0,171.5,1630000
5919,Maruti,Vitara,2017,50000,Diesel,Individual,0,0,200.0,5.0,24.3,1248.0,88.5,725000
5920,Tata,Safari,2013,95500,Diesel,Individual,0,1,320.0,7.0,14.0,2179.0,138.1,466000
5931,Mahindra,XUV500,2018,40000,Diesel,Individual,0,0,330.0,7.0,16.0,2179.0,138.0,1350000
5936,Jeep,Compass,2019,10000,Petrol,Individual,0,0,250.0,5.0,16.0,1368.0,160.0,1520000
5937,Maruti,Alto,2014,53473,Petrol,Individual,0,0,90.0,5.0,23.95,998.0,67.05,229999
5938,Mahindra,Bolero,2011,100000,Diesel,Individual,0,1,180.0,9.0,15.96,2523.0,63.0,250000
5939,Hyundai,Santro,2013,80000,Petrol,Individual,0,0,96.1,5.0,17.92,1086.0,62.1,220000
5940,Hyundai,Xcent,2015,120000,Diesel,Individual,0,0,180.4,5.0,24.4,1120.0,71.0,360000
5941,Maruti,Alto,2018,40000,Petrol,Individual,0,0,90.0,5.0,23.95,998.0,67.05,350000
5942,Hyundai,Verna,2012,70000,Diesel,Individual,0,0,259.8,5.0,22.32,1582.0,126.32,500000
5943,Chevrolet,Beat,2013,90000,Diesel,Individual,0,2,150.0,5.0,25.44,936.0,57.6,145000
5944,Chevrolet,Sail,2014,51000,Petrol,Individual,0,0,108.5,5.0,18.2,1199.0,82.5,300000
5946,Hyundai,Accent,2009,87000,Petrol,Individual,0,1,123.0,5.0,13.2,1495.0,94.0,180000
5949,Renault,Duster,2014,90000,Diesel,Individual,0,1,248.0,5.0,19.01,1461.0,108.45,620000
5950,Toyota,Etios,2015,110000,Petrol,Individual,0,2,132.0,5.0,16.78,1496.0,88.73,360000
5951,Hyundai,Santro,2010,86000,Petrol,Individual,0,1,96.1,5.0,17.92,1086.0,62.1,245000
5953,Maruti,Esteem,1999,70000,Petrol,Individual,0,3,110.0,5.0,15.9,1298.0,85.0,70000
5954,Ford,Fiesta,2014,140000,Diesel,Individual,0,1,204.0,5.0,25.01,1498.0,89.75,650000
5955,Maruti,Swift,2019,18000,Petrol,Individual,0,0,113.0,5.0,21.21,1197.0,81.8,610000
5956,Maruti,Alto,2015,24000,Petrol,Individual,0,0,90.0,5.0,23.95,998.0,67.05,300000
5957,Hyundai,Verna,2012,150000,Diesel,Individual,0,2,259.8,5.0,22.32,1582.0,126.32,450000
5958,Hyundai,Verna,2011,108000,Diesel,Individual,0,0,259.9,5.0,22.32,1582.0,126.3,450000
5959,Hyundai,i10,2011,60000,Petrol,Individual,1,2,111.8,5.0,16.95,1197.0,78.9,340000
5960,Maruti,Ertiga,2013,90000,Diesel,Individual,0,0,200.0,7.0,20.77,1248.0,88.76,650000
5961,Tata,Indica,2014,120000,Diesel,Individual,0,0,135.4,5.0,19.1,1405.0,70.0,250000
5962,Chevrolet,Beat,2012,100000,Diesel,Individual,0,2,150.0,5.0,25.44,936.0,57.6,225000
5963,Tata,Indica,2007,75958,Diesel,Individual,0,1,85.0,5.0,17.88,1396.0,52.8,55000
5964,Maruti,800,1996,70000,Petrol,Individual,0,2,59.0,4.0,16.1,796.0,37.0,42000
5966,Hyundai,Tucson,2006,128000,Diesel,Individual,0,3,245.0,7.0,12.6,1991.0,112.0,282000
5967,Tata,Indica,2007,110000,Diesel,Individual,0,2,123.0,5.0,16.8,1405.0,62.0,80000
5968,Maruti,Swift,2016,40000,Petrol,Individual,0,0,115.0,5.0,20.85,1197.0,83.14,500000
5969,Ford,Figo,2016,70000,Diesel,Individual,0,0,215.0,5.0,25.83,1498.0,99.0,500000
5970,Maruti,Swift,2011,60000,Diesel,Individual,0,0,190.0,5.0,22.9,1248.0,74.0,400000
5971,Mahindra,Bolero,2013,90000,Diesel,Individual,0,0,195.0,7.0,15.96,2523.0,62.1,550000
5972,Tata,New,2007,70000,Diesel,Individual,0,1,320.0,7.0,13.93,2179.0,138.1,200000
5973,Hyundai,i10,2012,65000,Petrol,Individual,0,0,111.8,5.0,20.36,1197.0,78.9,280000
5974,Maruti,Swift,2014,88000,Diesel,Individual,0,0,190.0,5.0,23.4,1248.0,74.0,580000
5975,Tata,Manza,2009,80000,Diesel,Individual,0,2,200.0,5.0,18.8,1248.0,90.0,100000
5976,Mahindra,Scorpio,2014,60000,Diesel,Individual,0,0,200.0,8.0,14.0,2523.0,75.0,550000
5977,Mahindra,TUV,2017,38000,Diesel,Individual,0,0,240.0,7.0,18.49,1493.0,100.0,700000
5978,Tata,Manza,2010,80000,Petrol,Individual,0,2,116.0,5.0,15.0,1368.0,90.0,150000
5979,Mahindra,Bolero,2013,110000,Diesel,Individual,0,0,195.0,7.0,15.96,2523.0,62.1,500000
5980,Maruti,Swift,2017,110000,Diesel,Individual,0,0,190.0,5.0,25.2,1248.0,74.0,640000
5981,Skoda,Fabia,2011,145000,Diesel,Individual,0,0,180.0,5.0,20.86,1199.0,75.0,340000
5982,Hyundai,Elite,2019,43000,Diesel,Individual,0,0,224.0,5.0,22.54,1396.0,88.76,811000
5983,Maruti,Ritz,2016,120000,Diesel,Individual,0,0,190.0,5.0,23.2,1248.0,73.94,409999
5984,Maruti,Swift,2007,136000,Petrol,Individual,0,1,113.0,5.0,16.1,1298.0,88.2,220000
5985,Tata,Indica,2013,120000,Diesel,Individual,0,1,85.0,5.0,17.88,1405.0,48.21,170000
5986,Hyundai,Elite,2018,25000,Petrol,Individual,0,0,114.73,5.0,18.6,1197.0,81.86,700000
5987,Hyundai,Accent,2003,40000,Petrol,Individual,0,1,123.0,5.0,14.4,1599.0,94.0,80000
6005,Maruti,Swift,2014,120000,Diesel,Individual,0,1,190.0,5.0,23.4,1248.0,74.0,420000
6006,Maruti,S-Cross,2018,35000,Diesel,Individual,0,0,200.0,5.0,25.1,1248.0,88.5,899000
6007,Datsun,GO,2019,35000,Petrol,Individual,0,0,104.0,5.0,19.83,1198.0,67.0,459999
6008,Hyundai,Verna,2008,120000,Diesel,Individual,0,1,235.0,5.0,18.1,1493.0,110.0,150000
6009,Renault,KWID,2017,25000,Petrol,Individual,0,0,91.0,5.0,23.01,999.0,67.0,350000
6010,Toyota,Etios,2015,100000,Diesel,Individual,0,1,170.0,5.0,23.59,1364.0,67.05,509999
6011,Mahindra,Bolero,2013,120000,Diesel,Individual,0,2,195.0,9.0,15.96,2523.0,62.1,500000
6012,Tata,Zest,2017,35000,Petrol,Individual,0,0,140.0,5.0,17.57,1193.0,88.7,370000
6013,Maruti,Alto,2013,44000,Petrol,Individual,0,1,90.0,5.0,20.92,998.0,67.1,240000
6014,Hyundai,i20,2015,100000,Diesel,Individual,0,1,219.7,5.0,22.54,1396.0,88.73,530000
6015,Mahindra,Scorpio,2015,133000,Diesel,Individual,0,1,280.0,7.0,15.4,2179.0,120.0,1000000
6016,Toyota,Innova,2018,35000,Diesel,Individual,0,1,343.0,7.0,13.68,2393.0,147.8,1600000
6017,Hyundai,i10,2014,64000,Petrol,Individual,0,0,111.8,5.0,20.36,1197.0,78.9,350000
6018,Mahindra,XUV500,2015,70000,Diesel,Individual,1,0,330.0,7.0,16.0,2179.0,140.0,1100000
6019,Hyundai,Grand,2015,100000,Petrol,Individual,0,0,114.0,5.0,18.9,1197.0,82.0,350000
6020,Maruti,Swift,2013,90000,Diesel,Individual,0,1,190.0,5.0,22.9,1248.0,74.0,370000
6021,Maruti,Swift,2014,50000,Petrol,Individual,0,0,114.0,5.0,17.5,1298.0,85.8,220000
6023,Mahindra,KUV,2017,50000,Diesel,Individual,0,0,190.0,6.0,25.32,1198.0,77.0,400000
6026,Maruti,Alto,2013,80000,Petrol,Individual,0,1,69.0,5.0,22.74,796.0,47.3,185000
6030,Mahindra,XUV500,2013,85710,Diesel,Dealer,0,0,330.0,7.0,15.1,2179.0,140.0,650000
6031,Hyundai,i10,2014,15000,Petrol,Individual,0,0,111.8,5.0,20.36,1197.0,78.9,320000
6032,Maruti,Wagon,2017,35000,Petrol,Individual,1,0,90.0,5.0,20.51,998.0,67.0,440000
6033,Hyundai,i20,2013,49000,Petrol,Individual,0,1,113.7,5.0,18.5,1197.0,82.85,315000
6035,Tata,Manza,2010,158000,Diesel,Individual,0,0,200.0,5.0,18.8,1248.0,90.0,202999
6036,Hyundai,EON,2012,30000,Petrol,Individual,0,1,74.5,5.0,21.1,814.0,55.2,179000
6037,Hyundai,i10,2008,60000,Petrol,Individual,0,1,111.7,5.0,20.36,1197.0,78.9,140000
6038,Maruti,Zen,2008,40000,Petrol,Individual,0,1,84.0,5.0,18.2,1061.0,64.0,150000
6039,Mahindra,Bolero,2011,60000,Diesel,Individual,0,1,180.0,7.0,13.6,2523.0,63.0,440000
6040,Ford,Figo,2011,55130,Diesel,Dealer,0,1,160.0,5.0,20.0,1399.0,68.0,250000
6041,Maruti,Wagon,2014,22000,Petrol,Individual,0,0,90.0,5.0,20.51,998.0,67.04,330000
6042,Ford,Figo,2010,48000,Petrol,Individual,0,0,102.0,5.0,15.6,1196.0,70.0,250000
6043,Hyundai,i20,2012,45000,Petrol,Individual,0,0,113.7,5.0,18.5,1197.0,82.85,335000
6044,Mahindra,XUV500,2016,22522,Diesel,Dealer,0,0,330.0,7.0,16.0,2179.0,140.0,1025000
6045,Hyundai,i20,2012,51856,Petrol,Dealer,0,2,112.0,5.0,18.5,1197.0,80.0,320000
6046,Honda,WR-V,2018,25000,Diesel,Individual,0,0,200.0,5.0,25.5,1498.0,98.6,800000
6047,Maruti,Wagon,2016,34500,Petrol,Individual,0,0,90.0,5.0,20.51,998.0,67.04,375000
6048,Hyundai,EON,2012,20000,Petrol,Individual,0,0,74.5,5.0,21.1,814.0,55.2,140000
6049,Hyundai,Xcent,2019,3000,Petrol,Individual,0,0,113.75,5.0,20.14,1197.0,81.86,550000
6050,Honda,Amaze,2019,20000,Petrol,Individual,0,0,110.0,5.0,19.5,1199.0,88.76,670000
6051,Ford,EcoSport,2018,35000,Diesel,Individual,0,0,205.0,5.0,23.0,1498.0,98.96,950000
6052,Chevrolet,Cruze,2010,60000,Diesel,Individual,0,0,327.0,5.0,18.3,1991.0,147.9,300000
6053,Honda,City,2017,6825,Petrol,Individual,1,0,145.0,5.0,18.0,1497.0,117.6,1150000
6054,Maruti,Eeco,2018,50000,CNG,Individual,0,0,85.0,5.0,21.94,1196.0,61.7,375000
6055,Maruti,Ertiga,2016,13500,Petrol,Individual,0,0,130.0,7.0,17.5,1373.0,91.1,600000
6056,Toyota,Innova,2008,260000,Diesel,Individual,0,0,200.0,8.0,12.8,2494.0,102.0,700000
6057,Hyundai,Xcent,2018,65000,Diesel,Individual,0,0,190.25,5.0,25.4,1186.0,73.97,600000
6058,Maruti,Ciaz,2016,40000,Petrol,Individual,0,1,130.0,5.0,20.73,1373.0,91.1,590000
6059,Hyundai,Santro,2019,30000,Petrol,Individual,0,0,99.0,5.0,20.3,1086.0,68.0,420000
6060,Mitsubishi,Pajero,2016,120000,Diesel,Individual,0,0,400.0,7.0,13.5,2477.0,175.56,1950000
6061,Tata,New,2013,112011,Diesel,Individual,0,0,320.0,7.0,13.93,2179.0,138.1,541000
6062,Toyota,Innova,2015,125000,Diesel,Individual,0,0,200.0,7.0,12.99,2494.0,100.6,900000
6064,Tata,Manza,2009,43000,Diesel,Individual,0,0,200.0,5.0,18.8,1248.0,90.0,250000
6065,Mahindra,Bolero,2019,53534,Diesel,Individual,0,0,195.0,7.0,15.96,2523.0,62.1,670000
6066,Tata,Tigor,2019,20000,Petrol,Individual,0,0,114.0,5.0,20.3,1199.0,83.81,530000
6067,Mahindra,XUV500,2013,70000,Diesel,Individual,0,2,330.0,7.0,15.1,2179.0,140.0,550000
6068,Mahindra,Scorpio,2015,150000,Diesel,Individual,0,0,280.0,7.0,15.4,1997.0,120.0,650000
6069,Tata,Indica,2012,100000,Diesel,Individual,0,1,135.4,5.0,19.4,1405.0,70.0,180000
6070,Mahindra,Thar,2015,50000,Diesel,Individual,0,0,247.0,7.0,16.55,2498.0,105.0,585000
6071,Hyundai,i20,2013,120000,Petrol,Individual,0,1,113.7,5.0,18.5,1197.0,82.85,345000
6072,Maruti,Swift,2013,110000,Diesel,Individual,0,2,190.0,5.0,22.9,1248.0,74.0,350000
6073,Tata,Venture,2012,120000,Diesel,Individual,0,0,135.0,7.0,15.42,1405.0,70.0,250000
6074,Toyota,Innova,2007,248119,Diesel,Individual,0,3,200.0,8.0,12.8,2494.0,102.0,409999
6075,Renault,KWID,2017,16500,Petrol,Individual,0,1,91.0,5.0,23.01,999.0,67.0,325000
6076,Maruti,Alto,2016,9900,Petrol,Individual,0,0,90.0,5.0,23.95,998.0,67.05,350000
6077,Maruti,Alto,2012,80000,Petrol,Individual,0,2,62.0,5.0,19.7,796.0,46.3,180000
6078,Fiat,Linea,2010,100000,Petrol,Individual,0,1,115.0,5.0,16.0,1368.0,90.0,150000
6079,Maruti,Dzire,2020,20000,Petrol,Individual,0,0,113.0,5.0,23.26,1197.0,88.5,700000
6080,Maruti,Ciaz,2016,90000,Diesel,Individual,0,0,200.0,5.0,28.09,1248.0,88.5,795000
6081,Mahindra,Thar,2019,15000,Diesel,Individual,0,0,247.0,6.0,16.55,2498.0,105.0,950000
6082,Maruti,Ritz,2011,140000,Diesel,Individual,0,0,190.0,5.0,21.1,1248.0,73.9,160000
6083,Hyundai,i20,2012,120000,Diesel,Individual,0,1,220.0,5.0,23.0,1396.0,90.0,300000
6084,Maruti,Ertiga,2015,90000,Diesel,Individual,0,0,200.0,7.0,20.77,1248.0,88.76,549000
6085,Audi,A3,2018,20000,Diesel,Individual,1,0,320.0,5.0,20.38,1968.0,143.0,3000000
6086,Toyota,Innova,2015,61000,Diesel,Individual,0,0,200.0,7.0,12.99,2494.0,100.6,1200000
6087,Renault,Fluence,2012,100000,Diesel,Individual,0,1,240.0,5.0,21.8,1461.0,78.0,570000
6088,Hyundai,Verna,2009,100000,Diesel,Individual,0,0,235.0,5.0,18.1,1493.0,110.0,375000
6089,Mahindra,Bolero,2009,170000,Diesel,Individual,0,2,180.0,7.0,13.6,2523.0,63.0,300000
6090,Toyota,Etios,2013,100000,Petrol,Individual,0,1,132.0,5.0,16.78,1496.0,88.73,350000
6091,Mahindra,Bolero,2011,120000,Diesel,Individual,0,1,180.0,7.0,13.6,2523.0,63.0,400000
6092,Volkswagen,Polo,2015,50000,Diesel,Individual,0,0,230.0,5.0,20.14,1498.0,88.8,434999
6094,Maruti,Alto,2015,25000,Petrol,Individual,0,0,69.0,5.0,22.74,796.0,47.3,260000
6095,Hyundai,Verna,2013,80000,Diesel,Individual,0,1,259.8,5.0,22.32,1582.0,126.32,459999
6096,Maruti,Ritz,2011,100000,Diesel,Individual,0,1,113.0,5.0,21.1,1248.0,73.9,210000
6097,Maruti,Swift,2015,93000,Petrol,Individual,0,1,115.0,5.0,20.85,1197.0,83.14,540000
6098,Maruti,Ertiga,2017,50000,Diesel,Individual,0,0,200.0,7.0,24.52,1248.0,88.5,710000
6099,Hyundai,Creta,2019,19600,Diesel,Individual,0,0,219.7,5.0,22.1,1396.0,88.7,990000
6100,Tata,Indigo,2017,104000,Petrol,Individual,0,0,100.0,5.0,15.64,1193.0,64.1,362000
6101,Ford,EcoSport,2017,33000,Diesel,Individual,0,0,205.0,5.0,23.0,1498.0,98.96,880000
6102,Mahindra,TUV,2017,60000,Diesel,Individual,0,0,240.0,7.0,18.49,1493.0,100.0,700000
6103,Mahindra,Bolero,2016,60000,Diesel,Individual,0,0,180.0,9.0,15.96,2523.0,63.0,600000
6104,Nissan,Terrano,2015,40000,Petrol,Individual,0,0,145.0,5.0,13.24,1598.0,102.5,700000
6105,Tata,Tiago,2016,60000,Diesel,Individual,0,0,140.0,5.0,27.28,1047.0,69.0,400000
6106,Hyundai,Accent,2010,80000,LPG,Individual,0,0,124.5,5.0,13.2,1495.0,93.7,165000
6107,Toyota,Innova,2007,376412,Diesel,Individual,0,1,200.0,8.0,12.8,2494.0,102.0,350000
6108,Hyundai,Santro,2012,70000,Petrol,Individual,0,0,96.1,5.0,17.92,1086.0,62.1,180000
6109,Maruti,Alto,2012,90000,Petrol,Individual,0,2,90.0,5.0,20.92,998.0,67.1,170000
6110,Mahindra,Bolero,2014,183000,Diesel,Individual,0,0,180.0,9.0,15.96,2523.0,63.0,370000
6111,Maruti,Vitara,2018,27000,Diesel,Individual,0,0,200.0,5.0,24.3,1248.0,88.5,800000
6112,Ford,EcoSport,2017,35000,Diesel,Individual,0,0,205.0,5.0,23.0,1498.0,98.96,900000
6113,Maruti,Swift,2013,120000,Diesel,Individual,0,0,190.0,5.0,22.9,1248.0,74.0,390000
6114,Maruti,Swift,2014,80000,Diesel,Individual,0,1,190.0,5.0,23.4,1248.0,74.0,445000
6115,Maruti,Swift,2014,70000,Diesel,Individual,0,3,190.0,5.0,23.4,1248.0,74.0,459999
6116,Maruti,Wagon,2013,55000,LPG,Individual,0,0,85.0,5.0,14.4,998.0,61.7,275000
6117,Maruti,Ritz,2009,120000,Diesel,Individual,0,1,113.0,5.0,21.1,1248.0,73.9,200000
6118,Maruti,Swift,2012,72000,Petrol,Individual,0,1,114.0,5.0,17.5,1197.0,85.8,350000
6119,Tata,New,2007,120000,Diesel,Individual,0,1,196.0,7.0,12.0,2092.0,127.0,95000
6120,Toyota,Etios,2014,250000,Diesel,Individual,0,0,170.0,5.0,23.59,1364.0,67.04,550000
6121,Chevrolet,Tavera,2016,100000,Diesel,Individual,0,0,171.0,9.0,13.58,2499.0,72.4,900000
6122,Tata,Sumo,2013,120000,Diesel,Individual,0,1,250.0,7.0,15.3,2956.0,83.83,350000
6124,Hyundai,Grand,2014,32000,Petrol,Individual,0,0,114.0,5.0,18.9,1197.0,82.0,455999
6125,Maruti,Alto,2008,60000,Petrol,Individual,0,0,62.0,5.0,19.7,796.0,46.3,129000
6126,Nissan,Terrano,2018,30000,Diesel,Individual,0,0,200.0,5.0,19.87,1461.0,83.14,840000
6127,Tata,New,2010,100000,Diesel,Individual,0,1,320.0,7.0,13.93,2179.0,138.1,235000
6128,Mahindra,TUV,2016,50000,Diesel,Individual,0,0,240.0,7.0,18.49,1493.0,100.0,700000
6130,Hyundai,Grand,2018,5000,Petrol,Individual,0,0,113.75,5.0,18.9,1197.0,81.86,528000
6131,Jeep,Compass,2017,12000,Diesel,Individual,0,0,350.0,5.0,17.1,1956.0,170.0,1500000
6132,Mahindra,Bolero,2016,70000,Diesel,Individual,0,0,180.0,9.0,15.96,2523.0,63.0,600000
6133,Chevrolet,Aveo,2007,50000,Petrol,Individual,0,1,110.0,5.0,15.26,1150.0,74.9,102000
6134,Mahindra,XUV500,2014,70000,Diesel,Individual,0,1,330.0,7.0,15.1,2179.0,140.0,750000
6135,Maruti,Baleno,2015,50000,Petrol,Individual,0,0,115.0,5.0,21.4,1197.0,83.1,650000
6136,Volkswagen,Polo,2012,40000,Petrol,Individual,0,0,110.0,5.0,16.47,1198.0,73.9,310000
6137,Hyundai,Xcent,2014,30000,Petrol,Individual,0,0,114.0,5.0,19.1,1197.0,82.0,480000
6138,Maruti,Alto,2018,15000,Petrol,Individual,0,0,69.0,5.0,24.7,796.0,47.3,320000
6139,Honda,City,2015,40000,Petrol,Individual,0,0,145.0,5.0,17.4,1497.0,117.3,750000
6140,Nissan,Micra,2017,40000,Petrol,Individual,0,0,104.0,5.0,19.49,1198.0,67.04,370000
6141,Maruti,Swift,2013,60000,Petrol,Individual,0,3,114.0,5.0,18.6,1197.0,85.8,320000
6142,Maruti,Swift,2013,67000,Petrol,Individual,0,0,114.0,5.0,18.6,1197.0,85.8,420000
6143,Maruti,Swift,2010,60000,Petrol,Individual,0,1,114.0,5.0,17.5,1298.0,85.8,240000
6144,Datsun,RediGO,2017,60000,Petrol,Individual,0,0,91.0,5.0,22.5,999.0,67.0,220000
6145,Tata,Tiago,2016,30000,Petrol,Individual,0,0,114.0,5.0,23.84,1199.0,84.0,350000
6146,Honda,Amaze,2018,40000,Diesel,Individual,0,0,200.0,5.0,25.8,1498.0,98.6,675000
6147,Toyota,Etios,2016,50000,Petrol,Individual,0,1,104.0,5.0,18.16,1197.0,78.8,434999
6148,Honda,CR-V,2006,200000,Petrol,Individual,1,2,190.0,5.0,13.1,1997.0,141.1,125000
6149,Mahindra,KUV,2016,14000,Petrol,Individual,0,1,115.0,6.0,18.15,1198.0,82.0,400000
6150,Chevrolet,Tavera,2015,70000,Diesel,Individual,0,0,171.0,9.0,13.58,2499.0,72.4,425000
6151,Maruti,Ritz,2010,94000,Diesel,Individual,0,1,190.0,5.0,21.1,1248.0,75.0,311000
6152,Chevrolet,Tavera,2015,197000,Diesel,Individual,0,0,171.0,10.0,13.58,2499.0,72.4,509999
6153,Ford,Figo,2015,79000,Diesel,Individual,0,1,215.0,5.0,25.83,1498.0,99.0,530000
6154,Skoda,Octavia,2008,120000,Diesel,Individual,0,1,210.0,5.0,18.7,1896.0,66.0,210000
6155,Mahindra,Marazzo,2019,30000,Diesel,Individual,0,0,300.0,8.0,17.3,1497.0,121.0,977000
6156,Maruti,Wagon,2018,20000,Petrol,Individual,0,0,90.0,5.0,20.51,998.0,67.04,440000
6157,Maruti,Wagon,2018,17000,Petrol,Individual,0,0,90.0,5.0,20.51,998.0,67.04,440000
6158,Hyundai,i20,2018,20000,Petrol,Individual,0,0,114.7,5.0,18.6,1197.0,81.83,655000
6159,Renault,KWID,2016,60000,Petrol,Individual,0,0,72.0,5.0,25.17,799.0,53.3,295000
6160,Hyundai,Getz,2007,70000,Petrol,Individual,0,2,102.0,5.0,15.0,1086.0,66.6,65000
6161,Tata,Hexa,2017,150000,Diesel,Individual,0,0,400.0,7.0,17.6,2179.0,153.86,1200000
6162,Tata,Hexa,2017,35000,Diesel,Individual,0,0,400.0,7.0,17.6,2179.0,153.86,1251000
6163,Tata,Indigo,2010,60000,Diesel,Individual,0,0,140.0,5.0,23.03,1396.0,69.0,200000
6164,Maruti,Wagon,2018,60000,CNG,Individual,0,0,77.0,5.0,26.6,998.0,58.16,400000
6165,Honda,Amaze,2017,57000,Petrol,Individual,0,0,109.0,5.0,17.8,1198.0,86.7,475000
6166,Tata,Indigo,2012,120000,Diesel,Individual,0,1,132.0,5.0,17.8,1405.0,70.0,110000
6167,Renault,KWID,2017,30000,Petrol,Individual,0,0,91.0,5.0,23.01,999.0,67.0,350000
6168,Maruti,Swift,2016,175000,Diesel,Individual,0,0,190.0,5.0,23.4,1248.0,74.0,450000
6169,Tata,Indigo,2010,90000,Diesel,Individual,0,0,132.0,5.0,17.0,1405.0,70.0,150000
6170,Tata,Indica,2009,110000,Diesel,Individual,0,1,83.0,5.0,17.2,1396.0,53.5,80000
6171,Hyundai,i20,2015,35000,Petrol,Individual,0,1,114.7,5.0,18.6,1197.0,81.83,430000
6172,Toyota,Innova,2017,81000,Diesel,Individual,0,0,343.0,7.0,13.68,2393.0,147.8,1450000
6173,Tata,Hexa,2017,60000,Diesel,Individual,1,0,400.0,7.0,17.6,2179.0,153.86,1445000
6174,Honda,City,2016,60000,Diesel,Individual,0,0,200.0,5.0,26.0,1498.0,98.6,670000
6175,Mercedes-Benz,GLA,2016,70000,Petrol,Individual,1,0,300.0,5.0,13.7,1991.0,183.0,2000000
6177,Honda,Amaze,2015,50000,Diesel,Individual,0,0,200.0,5.0,25.8,1498.0,98.6,440000
6178,Datsun,GO,2018,65000,Petrol,Individual,0,0,104.0,7.0,19.02,1198.0,67.05,530000
6179,Volkswagen,Polo,2013,80000,Diesel,Individual,0,1,180.0,5.0,22.07,1199.0,73.9,280000
6180,Maruti,Swift,2017,35000,Petrol,Individual,1,0,113.0,5.0,21.21,1197.0,81.8,725000
6181,Maruti,Zen,2007,70000,Petrol,Individual,0,0,90.0,5.0,18.2,998.0,67.1,90000
6182,Hyundai,i10,2015,100000,Petrol,Individual,0,1,99.04,5.0,19.81,1086.0,68.05,287000
6183,Hyundai,Creta,2018,55000,Petrol,Individual,1,0,151.0,5.0,14.8,1591.0,121.3,1380000
6184,Toyota,Innova,2013,80000,Diesel,Individual,0,1,200.0,7.0,12.99,2494.0,100.6,750000
